Edad,Género,País de Residencia,Ciudad de Residencia (EEUU),Trabajo Autónomo,Antecedente Heredofamiliar,Búsqueda de Tratamiento con un Profesional,Cantidad de Empleados en la Empresa,Beneficios Dentro de Seguro Médico,Problemas de Salud Mental en Entrevista Laboral,Conocimiento de las Opciones de Cobertura por la Empresa Actual,Recursos de la Empresa Para Conocer sobre la Salud Mental y Canales de Ayuda,Facilidad de Consulta de Baja Médica en el Trabajo,Comodidad para Hablar de una Enfermedad Mental con Compañeros de Trabajo,Comodidad para Hablar de una Enfermedad Mental con un Director/Supervisor,Cobertura de Salud Mental en Seguro Médico,Beneficios de Salud Mental de Empleos Anteriores,Conocimiento de las Opciones de Ayuda por el Empleo Anterior,Protección de Anonimato Si Se Toma Ventaja de los Recursos de Tratamiento en Empleos Anteriores,Disposición de Hablar de Salud Mental con un Supervisor,Disposición para Hablar Sobre Enfermedad Mental con Familia/Amigos,Seguridad de Revelar Enfermedad Mental Debido a Comentario Sobre Salud Mental de Otra Persona,Situación Mental Actual,¿Alguna Vez Has Sido Diagnosticado con una Enfermedad Mental?,Nivel de Interferencia en el Trabajo Cuando Se Está Bajo Tratamiento,Nivel de Interferencia en el Trabajo Cuando No Se Está Bajo Tratamiento,Disposición a Revelar Enfermedad Mental a Empleados/Compañeros,Productividad Afectada Por Enfermedad Mental,Porcentaje de Tiempo Afectada Por Enfermedad Mental,¿Has Observado o Experimentado una Respuesta Insolidaria o Mal Gestionada a un Problema de Salud Mental en tu Lugar de Trabajo Actual o Anterior?,Importancia a la Salud Mental (Empresa),¿Cómo Afectó la Relación con Alguien de tu Trabajo el Haberle Contado sobre tu Enfermedad Mental?,¿Te Identificas Abiertamente en el Trabajo como una Persona con una Enfermedad Mental?,¿Tu Carrera Se Ha Visto Afectada por Tener una Enfermedad Mental?,"Si Supieran Que Padeces un Trastorno Mental, ¿Cómo Crees Que Reaccionarían los Miembros de tu Equipo/Compañeros de Trabajo?",¿Has Observado o Experimentado una Respuesta Positiva De Compañeros/Jefes al Saber que Tienes una Enfermedad Mental?,¿En qué Medida Cree que el Sector Tecnológico Apoya a los Empleados con Enfermedades Mentales?,Raza
39,Otro,Estados Unidos,Oregon,No,No sé,Si,Más de 1000,No lo sé,No,No,No lo sé,Difícil,No,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,No estoy dispuesto(a),Tal vez,No lo sé,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Indiferente,No,Poco,Blanco(a)
45,Femenino,Estados Unidos,California,No,Si,No,Más de 1000,Si,No,No,Si,Fácil,Si,Si,No respondió,"Si, todos lo hicieron",Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Dispuesto(a),No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,"Si, lo he visto",Moderadamente importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
26,Masculino,Estados Unidos,Missouri,Si,No,No,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,No,"No, ninguno lo hizo",Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,No estoy dispuesto(a),Si,No lo sé,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No tengo una enfermedad mental,Si,1-25%,No,No respondió,No tengo una enfermedad mental,No,No respondió,No creo que le(s) importe,No,Poco,Blanco(a)
36,Femenino,Estados Unidos,California,No,No sé,Si,Más de 1000,Si,Tal vez,Si,Si,No sé,Tal vez,Tal vez,No respondió,"Si, todos lo hicieron",Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Seguramente si,No respondió,Raramente,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Importante,No respondió,Si,No,Bien,No,Poco,Blanco(a)
26,Masculino,Estados Unidos,California,No,No sé,Si,500-1000,Si,Tal vez,No,No,Fácil,Si,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,Tal vez,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Poco importante,No respondió,No,No respondió,Me apoya(n),Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
55,Otro,Estados Unidos,Indiana,No,No sé,Si,6-25,No lo sé,No,No,No,No sé,Tal vez,Si,No respondió,Algunos lo hicieron,Conocía algunas,"Si, siempre","No, con ninguno de mis supervisores anteriores",Neutral,No,No lo sé,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Normal,"Si, lo he visto",Poco,Blanco(a)
40,Otro,Estados Unidos,Washington,No,Si,Si,Más de 1000,Si,No,No,No,No sé,Tal vez,No,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,No dispuesto(a),Tal vez,Seguramente si,No respondió,Raramente,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Nada importante,No respondió,No,No respondió,No creo que le(s) importe,No,Nada,Blanco(a)
27,Otro,Estados Unidos,Carolina del Norte,No,Si,Si,Más de 1000,No lo sé,No,No,No,Difícil,No,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Moderadamente importante,No respondió,No,No respondió,No creo que le(s) importe,Tal vez/No estoy seguro(a),Poco,Blanco(a)
45,Otro,Estados Unidos,California,No,Si,Si,Más de 1000,Si,No,Si,Si,Más o menos,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Algo importante,No respondió,No,No respondió,Normal,No,Poco,Blanco(a)
34,Otro,Estados Unidos,California,No,No,Si,26-100,No,No,No,No,Difícil,Si,Si,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,"Si, con todos mis supervisores anteriores",Muy dispuesto,Tal vez,Si,Si,Nunca,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Nada importante,No respondió,No,No respondió,Normal,No,Poco,Blanco(a)
31,Masculino,Estados Unidos,California,No,Si,No,500-1000,No lo sé,Tal vez,No,No,Difícil,No,Si,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,Si,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,Indiferente,"Si, lo he visto",Poco,Blanco(a)
40,Masculino,Estados Unidos,Florida,No,No,Si,100-500,Si,Tal vez,Si,No lo sé,Más o menos,No,Si,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Seguramente si,No respondió,A veces,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Muy importante,No respondió,No,No respondió,Normal,"Si, lo he visto",Más o menos,Blanco(a)
41,Masculino,Estados Unidos,Wisconsin,No,Si,No,26-100,Si,No,Si,No,Fácil,Tal vez,Si,No respondió,No sé,Conocía muy pocas,No lo sé,No sé,Muy dispuesto,No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Poco importante,No respondió,No,No respondió,Muy bien,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
39,Masculino,Estados Unidos,Nueva York,No,No,No,100-500,No lo sé,No,No,No lo sé,No sé,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,"No, con ninguno de mis supervisores anteriores",No dispuesto(a),No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Normal,No,Más o menos,Blanco(a)
39,Masculino,Estados Unidos,Washington,No,No,No,6-25,Si,No,Si,No lo sé,Difícil,No,No,No respondió,No sé,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Nada importante,No respondió,No,No respondió,Sin comentarios,No,Poco,Blanco(a)
35,Femenino,Estados Unidos,Kentucky,Si,Si,Si,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,Si,"No, ninguno lo hizo",Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,Tal vez,Si,Si,Raramente,A veces,"No, influiriá negativamente",Si,1-25%,"Si, me ha pasado",No respondió,No tengo una enfermedad mental,No,No respondió,No creo que le(s) importe,"Si, lo he visto",Poco,Blanco(a)
37,Masculino,Estados Unidos,Wisconsin,No,No sé,No,Más de 1000,No lo sé,No,No,No lo sé,Fácil,Tal vez,Tal vez,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,Normal,No,Poco,Blanco(a)
25,Masculino,Estados Unidos,Ohio,No,Si,Si,26-100,Si,Tal vez,No,No,Más o menos,Si,No,No respondió,Algunos lo hicieron,"No, las conocí después",No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,No,Si,Si,Raramente,A veces,No respondió,No respondió,No respondió,"Si, lo he visto",Moderadamente importante,No respondió,No,No respondió,Muy bien,"Si, lo he visto",Lo suficiente,Blanco(a)
28,Masculino,Estados Unidos,Tennessee,No,Si,Si,100-500,No lo sé,Tal vez,No,No,Fácil,Tal vez,Tal vez,No respondió,"No, ninguno lo hizo",Conocía muy pocas,No,Con algunos de mis jefes anteriores,Muy dispuesto,Tal vez,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,Si,No,Normal,Tal vez/No estoy seguro(a),Lo suficiente,Blanco(a)
22,Masculino,Estados Unidos,Indiana,No,Si,Si,6-25,No elegible/Sin cobertura,No,No respondió,No lo sé,Muy fácil,Si,Tal vez,No respondió,No sé,Conocía muy pocas,No,"Si, con todos mis supervisores anteriores",Muy dispuesto,No,Seguramente si,No respondió,Raramente,A menudo,No respondió,No respondió,No respondió,"Si, me ha pasado",Algo importante,No respondió,No,No respondió,Normal,"Si, me ha pasado",Lo suficiente,Blanco(a)
41,Masculino,Estados Unidos,Carolina del Norte,No,No,No,Más de 1000,Si,Tal vez,No,Si,Fácil,No,Si,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Muy bien,No,Poco,Prefiero no responder
36,Masculino,Estados Unidos,Nebraska,No,No,No,26-100,No,Tal vez,No respondió,No lo sé,Muy fácil,Tal vez,Si,No respondió,No sé,Conocía muy pocas,"Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,No,Seguramente si,No respondió,No tengo una enfermedad mental,Raramente,No respondió,No respondió,No respondió,No,Moderadamente importante,No respondió,No,No respondió,Bien,No,Más o menos,Blanco(a)
32,Masculino,Estados Unidos,Indiana,No,No,Si,1-5,No lo sé,Tal vez,No,No lo sé,Fácil,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,A veces,Con algunos de mis jefes anteriores,Dispuesto(a),No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Bien,"Si, lo he visto",Más o menos,Blanco(a)
23,Masculino,Estados Unidos,Missouri,No,Si,Si,500-1000,No lo sé,No,No,No,Difícil,Tal vez,Si,No respondió,Algunos lo hicieron,Conocía algunas,"Si, siempre","Si, con todos mis supervisores anteriores",Muy dispuesto,No,Si,No,No tengo una enfermedad mental,A menudo,No respondió,No respondió,No respondió,No,Moderadamente importante,No respondió,No,No respondió,Me entiende(n),Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
53,Masculino,Estados Unidos,Oregon,No,Si,Si,100-500,Si,No,Si,No lo sé,Más o menos,Tal vez,Si,No respondió,Algunos lo hicieron,Conocía algunas,No,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,No,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Algo importante,No respondió,No,No respondió,Me apoya(n) mucho,"Si, me ha pasado",Lo suficiente,Blanco(a)
34,Masculino,Estados Unidos,Illinois,No,Si,Si,100-500,Si,No,Si,No,Difícil,Si,No,No respondió,"Si, todos lo hicieron",Conocía algunas,"Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,"Si, me ha pasado",Moderadamente importante,No respondió,Si,Si,Muy bien,"Si, me ha pasado",Poco,Blanco(a)
30,Masculino,Estados Unidos,Illinois,No,Si,Si,Más de 1000,No,No,Si,No,Difícil,No,No,No respondió,"No, ninguno lo hizo",Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),Si,Seguramente si,No respondió,A veces,A veces,No respondió,No respondió,No respondió,"Si, lo he visto",Moderadamente importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Poco,Blanco(a)
23,Masculino,Estados Unidos,Nueva York,Si,No sé,Si,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,Si,"Si, todos lo hicieron",Conocía algunas,No lo sé,No sé,Muy dispuesto,No respondió,Si,Si,A veces,A menudo,"No, no me importa",Si,1-25%,No,No respondió,No tengo una enfermedad mental,No,No respondió,Normal,"Si, lo he visto",Más o menos,Blanco(a)
30,Masculino,Estados Unidos,Indiana,No,Si,Si,100-500,No lo sé,Tal vez,No,No lo sé,Fácil,Tal vez,Si,No respondió,No sé,Conocía algunas,A veces,Con algunos de mis jefes anteriores,Muy dispuesto,Tal vez,Si,Si,Raramente,A veces,No respondió,No respondió,No respondió,"Si, me ha pasado",Medianamente importante,No respondió,No,No respondió,Me apoya(n),"Si, lo he visto",Más o menos,Blanco(a)
22,Femenino,Estados Unidos,California,No,Si,Si,6-25,Si,No,Si,Si,No sé,Tal vez,Si,No respondió,"No, ninguno lo hizo",Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,Si,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,"Si, me ha pasado",Medianamente importante,No respondió,No,No respondió,Sin comentarios,"Si, me ha pasado",Poco,Multiracial
27,Femenino,Estados Unidos,Indiana,No,No sé,Si,26-100,No lo sé,No,No,No,Difícil,Tal vez,Si,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,No,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,Bien,Tal vez/No estoy seguro(a),Poco,Blanco(a)
33,Otro,Estados Unidos,Nebraska,No,Si,Si,6-25,Si,No,Si,No,Fácil,Si,Si,No respondió,"No, ninguno lo hizo",Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,Si,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Importante,No respondió,Si,No,Bien,"Si, lo he visto",Poco,Blanco(a)
28,Otro,Estados Unidos,Nebraska,No,Si,No,26-100,Si,No,Si,Si,Difícil,Tal vez,No,No respondió,"Si, todos lo hicieron",Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),Tal vez,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Indiferente,"Si, lo he visto",Poco,Blanco(a)
36,Otro,Estados Unidos,Nebraska,No,Si,Si,26-100,Si,No,No,No lo sé,Fácil,No,No,No respondió,"Si, todos lo hicieron",Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,No,Seguramente si,No respondió,No tengo una enfermedad mental,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Muy bien,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
25,Femenino,Estados Unidos,Indiana,No,Si,No,6-25,No lo sé,Tal vez,No,No lo sé,Muy fácil,Si,Si,No respondió,Algunos lo hicieron,"Si, las conocía",No lo sé,"Si, con todos mis supervisores anteriores",Muy dispuesto,No,Seguramente si,No respondió,A veces,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Importante,No respondió,No,No respondió,Me entiende(n),"Si, lo he visto",Más o menos,Blanco(a)
30,Femenino,Estados Unidos,Indiana,No,Si,Si,Más de 1000,No elegible/Sin cobertura,No,No,No,Difícil,Tal vez,No,No respondió,Algunos lo hicieron,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),No respondió,No lo sé,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
39,Masculino,Estados Unidos,Idaho,No,Si,No,Más de 1000,Si,No,No,Si,No sé,Tal vez,Si,No respondió,"No, ninguno lo hizo","Si, las conocía",No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,Muy bien,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
31,Otro,Estados Unidos,Missouri,No,No sé,Si,100-500,Si,Tal vez,No,No,Más o menos,Si,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Seguramente si,No respondió,A veces,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,Si,No,Me apoya(n),"Si, me ha pasado",Más o menos,Blanco(a)
48,Masculino,Estados Unidos,Ohio,No,Si,No,Más de 1000,Si,No,Si,Si,Difícil,Tal vez,Tal vez,No respondió,"Si, todos lo hicieron","No, las conocí después",No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,Si,No lo sé,No respondió,A veces,A veces,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Bien,No,Más o menos,Blanco(a)
43,Masculino,Estados Unidos,Indiana,No,No sé,No,100-500,No lo sé,Tal vez,No,No lo sé,Muy fácil,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Normal,No,Poco,Blanco(a)
35,Otro,Estados Unidos,Iowa,No,No sé,No,Más de 1000,Si,No,No,No,Muy fácil,No,Tal vez,No respondió,Algunos lo hicieron,"No, las conocí después",No lo sé,"No, con ninguno de mis supervisores anteriores",Neutral,No respondió,No lo sé,No respondió,No tengo una enfermedad mental,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,No creo que le(s) importe,No,Poco,Blanco(a)
31,Otro,Estados Unidos,Nebraska,No,Si,Si,100-500,Si,Tal vez,No,No,No sé,Tal vez,Tal vez,No respondió,"Si, todos lo hicieron",Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,Si,Seguramente si,No respondió,A veces,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Nada importante,No respondió,No,No respondió,Muy bien,"Si, lo he visto",Más o menos,Blanco(a)
27,Otro,Estados Unidos,Indiana,No,No,No,1-5,No lo sé,No,No respondió,No lo sé,Difícil,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Neutral,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Muy bien,Tal vez/No estoy seguro(a),Lo suficiente,Blanco(a)
28,Masculino,Estados Unidos,Indiana,No,No,Si,1-5,No lo sé,Si,No,No lo sé,Más o menos,Si,Si,No respondió,Algunos lo hicieron,Conocía algunas,A veces,"Si, con todos mis supervisores anteriores",Dispuesto(a),No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Importante,No respondió,No,No respondió,Normal,No,Más o menos,Blanco(a)
43,Femenino,Estados Unidos,Indiana,No,No sé,Si,500-1000,Si,No,Si,Si,Difícil,Tal vez,No,No respondió,"Si, todos lo hicieron",Conocía algunas,"Si, siempre",Con algunos de mis jefes anteriores,No dispuesto(a),No,Seguramente si,No respondió,A veces,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,No creo que le(s) importe,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
31,Femenino,Estados Unidos,California,No,Si,Si,Más de 1000,Si,No,Si,No,Difícil,Tal vez,Tal vez,No respondió,"No, ninguno lo hizo",Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",Neutral,No respondió,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,No creo que le(s) importe,No,Más o menos,Blanco(a)
